name,year,title,link
esem,2016,"Proceedings of the 10th ACM/IEEE International Symposium on Empirical Software Engineering and Measurement, ESEM 2016, Ciudad Real, Spain, September 8-9, 2016.",https://dblp.org/db/conf/esem/esem2016.html
esem,2016,Is there a Future for Empirical Software Engineering?,https://dblp.org/db/conf/esem/esem2016.html
esem,2016,What about the Benefits?: A Missing Perspective in Software Engineering.,https://dblp.org/db/conf/esem/esem2016.html
esem,2016,An External Replication on the Effects of Test-driven Development Using a Multi-site Blind Analysis Approach.,https://dblp.org/db/conf/esem/esem2016.html
esem,2016,A Study of Documentation in Agile Software Projects.,https://dblp.org/db/conf/esem/esem2016.html
esem,2016,Strategies for doing Agile in a non-Agile Environment.,https://dblp.org/db/conf/esem/esem2016.html
esem,2016,Towards Effectively Test Report Classification to Assist Crowdsourced Testing.,https://dblp.org/db/conf/esem/esem2016.html
esem,2016,The Innovative Behaviour of Software Engineers: Findings from a Pilot Case Study.,https://dblp.org/db/conf/esem/esem2016.html
esem,2016,Who Should Take This Task?: Dynamic Decision Support for Crowd Workers.,https://dblp.org/db/conf/esem/esem2016.html
esem,2016,A Pilot Case Study on Innovative Behaviour: Lessons Learned and Directions for Future Work.,https://dblp.org/db/conf/esem/esem2016.html
esem,2016,Preliminary Findings about the Nature of Work in Software Engineering: An Exploratory Survey.,https://dblp.org/db/conf/esem/esem2016.html
esem,2016,Monitoring Software Quality by Means of Simulation Methods.,https://dblp.org/db/conf/esem/esem2016.html
esem,2016,So You Need More Method Level Datasets for Your Software Defect Prediction?: Voil&#224;!,https://dblp.org/db/conf/esem/esem2016.html
esem,2016,Moving to Stack Overflow: Best-Answer Prediction in Legacy Developer Forums.,https://dblp.org/db/conf/esem/esem2016.html
esem,2016,Mining Technology Landscape from Stack Overflow.,https://dblp.org/db/conf/esem/esem2016.html
esem,2016,Software Project Managers' Perceptions of Productivity Factors: Findings from a Qualitative Study.,https://dblp.org/db/conf/esem/esem2016.html
esem,2016,"Software Development Practices, Barriers in the Field and the Relationship to Software Quality.",https://dblp.org/db/conf/esem/esem2016.html
esem,2016,Experiences from Measuring Learning and Performance in Large-Scale Distributed Software Development.,https://dblp.org/db/conf/esem/esem2016.html
esem,2016,Virtual Team Configurations that Promote Better Product Quality.,https://dblp.org/db/conf/esem/esem2016.html
esem,2016,Sustainable Software Development through Overlapping Pair Rotation.,https://dblp.org/db/conf/esem/esem2016.html
esem,2016,Towards a Substantive Theory of Decision-Making in Software Project Management: Preliminary Findings from a Qualitative Study.,https://dblp.org/db/conf/esem/esem2016.html
esem,2016,How Are Discussions Associated with Bug Reworking?: An Empirical Study on Open Source Projects.,https://dblp.org/db/conf/esem/esem2016.html
esem,2016,Predicting Defectiveness of Software Patches.,https://dblp.org/db/conf/esem/esem2016.html
esem,2016,An Empirical Study on Performance Bugs for Highly Configurable Software Systems.,https://dblp.org/db/conf/esem/esem2016.html
esem,2016,Evaluating Bug-Fixing in Software Product Lines: an Industrial Case Study.,https://dblp.org/db/conf/esem/esem2016.html
esem,2016,Static Analysis and Penetration Testing from the Perspective of Maintenance Teams.,https://dblp.org/db/conf/esem/esem2016.html
esem,2016,Is Newer Always Better?: The Case of Vulnerability Prediction Models.,https://dblp.org/db/conf/esem/esem2016.html
esem,2016,Release Readiness Classification: An Explorative Case Study.,https://dblp.org/db/conf/esem/esem2016.html
esem,2016,Identifying Thresholds for Software Faultiness via Optimistic and Pessimistic Estimations.,https://dblp.org/db/conf/esem/esem2016.html
esem,2016,Predicting Crashing Releases of Mobile Applications.,https://dblp.org/db/conf/esem/esem2016.html
esem,2016,Detection of Requirement Errors and Faults via a Human Error Taxonomy: A Feasibility Study.,https://dblp.org/db/conf/esem/esem2016.html
esem,2016,Diagram Size vs. Layout Flaws: Understanding Quality Factors of UML Diagrams.,https://dblp.org/db/conf/esem/esem2016.html
esem,2016,Do Models Improve the Understanding of Safety Compliance Needs?: Insights from a Pilot Experiment.,https://dblp.org/db/conf/esem/esem2016.html
esem,2016,Advantages and Disadvantages of using Shared code from the Developers Perspective: A qualitative study.,https://dblp.org/db/conf/esem/esem2016.html
esem,2016,Using Eye Tracking to Investigate Reading Patterns and Learning Styles of Software Requirement Inspectors to Enhance Inspection Team Outcome.,https://dblp.org/db/conf/esem/esem2016.html
esem,2016,DIGS: A Framework for Discovering Goals for Security Requirements Engineering.,https://dblp.org/db/conf/esem/esem2016.html
esem,2016,Energy Efficiency of ORM Approaches: an Empirical Evaluation.,https://dblp.org/db/conf/esem/esem2016.html
esem,2016,A Study on the Influence of Software and Hardware Features on Program Energy.,https://dblp.org/db/conf/esem/esem2016.html
esem,2016,Clustering Mobile Apps Based on Mined Textual Features.,https://dblp.org/db/conf/esem/esem2016.html
esem,2016,Understanding the Contribution of Non-source Documents in Improving Missing Link Recovery: An Empirical Study.,https://dblp.org/db/conf/esem/esem2016.html
esem,2016,Semantic Coupling Between Classes: Corpora or Identifiers?,https://dblp.org/db/conf/esem/esem2016.html
esem,2016,Social Diversity and Growth Levels of Open Source Software Projects on GitHub.,https://dblp.org/db/conf/esem/esem2016.html
esem,2016,Perceived Benefits of Adopting Continuous Delivery Practices.,https://dblp.org/db/conf/esem/esem2016.html
esem,2016,Continuous Integration Beyond the Team: A Tooling Perspective on Challenges in the Automotive Industry.,https://dblp.org/db/conf/esem/esem2016.html
esem,2016,The Intersection of Continuous Deployment and Architecting Process: Practitioners' Perspectives.,https://dblp.org/db/conf/esem/esem2016.html
esem,2016,Bottom-up Adoption of Continuous Delivery in a Stage-Gate Managed Software Organization.,https://dblp.org/db/conf/esem/esem2016.html
esem,2016,Building an Ensemble for Software Defect Prediction Based on Diversity Selection.,https://dblp.org/db/conf/esem/esem2016.html
esem,2016,The Impact of Task Granularity on Co-evolution Analyses.,https://dblp.org/db/conf/esem/esem2016.html
esem,2016,Function Point Analysis for Software Maintenance.,https://dblp.org/db/conf/esem/esem2016.html
esem,2016,Staffing Strategies for Maintenance of Critical Software Systems at the Jet Propulsion Laboratory.,https://dblp.org/db/conf/esem/esem2016.html
esem,2016,Using Software Non-Functional Assessment Process to Complement Function Points for Software Maintenance.,https://dblp.org/db/conf/esem/esem2016.html
